"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
568185;2023-12-16;"sábado";"10:10:00";"MG";116;773,5;"LEOPOLDINA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;2;0;1;2;-21,57227131;-42,67920724;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
568186;2023-12-16;"sábado";"10:30:00";"PE";232;508;"SALGUEIRO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de Vias";"Não";4;0;1;1;2;0;2;2;-8,06272743;-39,12333857;"SPRF-PE";"DEL05-PE";"UOP01-DEL05-PE"
568187;2023-12-08;"sexta-feira";"13:40:00";"SC";101;209,7;"SAO JOSE";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Interseção de Vias";"Não";2;0;1;0;0;1;1;2;-27,61000542;-48,63895057;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
568193;2023-12-16;"sábado";"08:10:00";"BA";330;794;"JEQUIE";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";4;0;1;3;0;0;4;1;-13,92326817;-40,00455215;"SPRF-BA";"DEL03-BA";"UOP01-DEL03-BA"
568197;2023-12-16;"sábado";"09:40:00";"SC";101;116;"ITAJAI";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Não";4;0;1;0;3;0;1;3;-26,87905605;-48,72603512;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
568198;2023-12-16;"sábado";"11:30:00";"SC";101;325;"CAPIVARI DE BAIXO";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Declive";"Não";2;0;2;0;0;0;2;1;-28,42664403;-48,94572794;"SPRF-SC";"DEL02-SC";"UOP01-DEL02-SC"
568199;2023-12-16;"sábado";"10:50:00";"RJ";101;479;"ANGRA DOS REIS";"Demais falhas mecânicas ou elétricas";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";4;0;3;0;1;0;3;2;-23,00854164;-44,27562028;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
568202;2023-12-16;"sábado";"11:20:00";"PR";277;668,2;"MEDIANEIRA";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-25,27063805;-54,06252597;"SPRF-PR";"DEL05-PR";"UOP02-DEL05-PR"
568205;2023-12-16;"sábado";"10:45:00";"SC";470;90,9;"ASCURRA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Não";2;1;1;0;0;0;1;2;-26,9794617;-49,3702783;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
568207;2023-12-16;"sábado";"12:30:00";"SC";470;128,5;"LONTRAS";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-27,143742;-49,548897;"SPRF-SC";"DEL04-SC";"UOP02-DEL04-SC"
568209;2023-12-16;"sábado";"09:30:00";"SC";280;44;"GUARAMIRIM";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-26,4517722;-48,88789399;"SPRF-SC";"DEL03-SC";"UOP03-DEL03-SC"
568211;2023-12-16;"sábado";"13:45:00";"SC";101;201;"SAO JOSE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-27,54836599;-48,61977975;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
568212;2023-12-16;"sábado";"13:30:00";"MG";365;625;"UBERLANDIA";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;-18,90585472;-48,32526001;"SPRF-MG";"DEL15-MG";"UOP01-DEL15-MG"
568213;2023-12-16;"sábado";"12:30:00";"SC";101;333,5;"TUBARAO";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-28,46630107;-48,99653096;"SPRF-SC";"DEL02-SC";"UOP01-DEL02-SC"
568214;2023-12-02;"sábado";"20:40:00";"TO";153;496;"PARAISO DO TOCANTINS";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta;Interseção de Vias;Aclive";"Sim";4;1;0;0;3;0;0;2;-10,16527794;-48,88094578;"SPRF-TO";"DEL01-TO";"UOP01-DEL01-TO"
568215;2023-12-16;"sábado";"11:10:00";"AC";317;118;"CAPIXABA";"Ausência de reação do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Declive";"Não";1;0;0;0;0;1;0;1;-10,36273497;-67,70888293;"SPRF-AC";"DEL01-AC";"UOP01-DEL01-AC"
568216;2023-12-16;"sábado";"10:40:00";"BA";101;690;"ITAGIMIRIM";"Pista Escorregadia";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva;Declive";"Não";2;0;1;0;1;0;1;1;-16,172822;-39,595366;"SPRF-BA";"DEL09-BA";"UOP01-DEL09-BA"
568217;2023-12-16;"sábado";"14:00:00";"SP";116;155;"SAO JOSE DOS CAMPOS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Declive";"Sim";3;0;1;0;2;0;1;2;-23,24524337;-45,92772774;"SPRF-SP";"DEL02-SP";"UOP01-DEL02-SP"
568218;2023-12-16;"sábado";"13:35:00";"MG";381;500;"BETIM";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-20,02513493;-44,23112709;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
568220;2023-12-16;"sábado";"12:20:00";"RS";290;29;"SANTO ANTONIO DA PATRULHA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";4;0;1;0;3;0;1;1;-29,883329;-50,54509;"SPRF-RS";"DEL03-RS";"UOP01-DEL03-RS"
568221;2023-12-16;"sábado";"11:54:00";"MT";364;270,8;"JACIARA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Declive";"Sim";4;0;1;0;3;0;1;3;-15,9689785;-54,94463002;"SPRF-MT";"DEL05-MT";"UOP02-DEL05-MT"
568222;2023-12-16;"sábado";"14:10:00";"SP";116;95,3;"PINDAMONHANGABA";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-22,96514512;-45,43013094;"SPRF-SP";"DEL08-SP";"UOP01-DEL08-SP"
568223;2023-12-16;"sábado";"13:30:00";"GO";60;92,8;"ANAPOLIS";"Velocidade Incompatível";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;0;0;1;0;1;-16,353;-48,9178;"SPRF-GO";"DEL02-GO";"UOP01-DEL02-GO"
568224;2023-12-16;"sábado";"14:00:00";"PE";104;114,5;"PANELAS";"Ingestão de álcool pelo condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-8,651909;-36,01405;"SPRF-PE";"DEL02-PE";"UOP03-DEL02-PE"
568225;2023-12-16;"sábado";"11:50:00";"RJ";40;123;"DUQUE DE CAXIAS";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;0;1;0;0;1;-22,79907687;-43,29015739;"SPRF-RJ";"DEL01-RJ";"UOP02-DEL01-RJ"
568227;2023-12-16;"sábado";"13:40:00";"RJ";101;563;"PARATY";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;2;0;0;0;2;1;-23,13775543;-44,69967842;"SPRF-RJ";"DEL03-RJ";"UOP04-DEL03-RJ"
568228;2023-12-16;"sábado";"14:12:00";"PI";343;1;"TERESINA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Declive";"Sim";2;0;0;0;2;0;0;2;-5,089569;-42,802288;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
568229;2023-12-16;"sábado";"07:00:00";"SC";282;559,3;"NOVA ITABERABA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Sem Vítimas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;0;1;0;1;-26,93170075;-52,84118392;"SPRF-SC";"DEL07-SC";"UOP01-DEL07-SC"
568232;2023-12-16;"sábado";"13:30:00";"ES";101;270,6;"SERRA";"Acesso irregular";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Interseção de Vias";"Sim";2;0;1;0;1;0;1;2;-20,22662056;-40,27075088;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
568233;2023-12-16;"sábado";"11:00:00";"MG";267;56,2;"GUARARA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Interseção de Vias;Reta";"Sim";6;0;5;0;1;0;5;2;-21,72321004;-43,02098803;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
568234;2023-12-16;"sábado";"13:10:00";"RJ";101;420;"MANGARATIBA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Interseção de Vias";"Não";3;0;1;0;1;1;1;3;-22,916376;-43,932297;"SPRF-RJ";"DEL03-RJ";"UOP02-DEL03-RJ"
568237;2023-12-16;"sábado";"14:50:00";"SC";101;401;"MARACAJA";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;0;1;1;0;1;2;-28,85594274;-49,44019434;"SPRF-SC";"DEL02-SC";"UOP02-DEL02-SC"
568239;2023-12-16;"sábado";"15:05:00";"SP";116;225;"GUARULHOS";"Trafegar com motocicleta (ou similar) entre as faixas";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-23,48586772;-46,54075317;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
568241;2023-12-16;"sábado";"15:30:00";"RS";116;246,9;"SAO LEOPOLDO";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;0;0;4;0;0;2;-29,758751;-51,15186806;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
568243;2023-12-16;"sábado";"14:30:00";"MS";163;492,8;"CAMPO GRANDE";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;1;0;0;0;0;0;1;-20,382007;-54,540279;"SPRF-MS";"DEL01-MS";"UOP02-DEL01-MS"
568244;2023-12-16;"sábado";"15:00:00";"AL";101;69;"MESSIAS";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-9,3567039;-35,83770223;"SPRF-AL";"DEL01-AL";"UOP02-DEL01-AL"
568245;2023-12-16;"sábado";"14:10:00";"RJ";116;103;"GUAPIMIRIM";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva;Aclive";"Não";1;0;0;0;1;0;0;1;-22,5031646;-42,99910415;"SPRF-RJ";"DEL04-RJ";"UOP01-DEL04-RJ"
568247;2023-12-16;"sábado";"13:39:00";"MT";364;373,5;"SANTO ANTONIO DO LEVERGER";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-15,70895072;-55,70202884;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
568248;2023-12-16;"sábado";"15:40:00";"PR";277;582,3;"CASCAVEL";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-24,97675228;-53,38623215;"SPRF-PR";"DEL04-PR";"UOP01-DEL04-PR"
568249;2023-12-16;"sábado";"15:50:00";"PE";232;137,8;"CARUARU";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;2;1;0;2;2;-8,31781309;-36,05717182;"SPRF-PE";"DEL02-PE";"UOP01-DEL02-PE"
568250;2023-12-16;"sábado";"14:45:00";"SP";116;280;"EMBU DAS ARTES";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;-23,66996108;-46,85590758;"SPRF-SP";"DEL04-SP";"UOP01-DEL04-SP"
568251;2023-12-16;"sábado";"13:05:00";"SC";282;492,9;"FAXINAL DOS GUEDES";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;2;0;0;0;2;1;-26,871534;-52,300915;"SPRF-SC";"DEL07-SC";"UOP01-DEL07-SC"
568252;2023-12-16;"sábado";"09:40:00";"AL";101;24;"JOAQUIM GOMES";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";3;0;1;1;0;1;2;2;-9,05000091;-35,71075009;"SPRF-AL";"DEL01-AL";"UOP02-DEL01-AL"
568253;2023-12-16;"sábado";"16:00:00";"DF";70;19,4;"BRASILIA";"Ausência de reação do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Aclive;Reta";"Sim";1;0;0;0;1;0;0;1;-15,788868;-48,220242;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
568255;2023-12-16;"sábado";"16:30:00";"RS";116;564,5;"PEDRO OSORIO";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";5;0;4;0;1;0;4;1;-31,92693024;-52,7268519;"SPRF-RS";"DEL07-RS";"UOP03-DEL07-RS"
568256;2023-12-16;"sábado";"16:05:00";"SC";101;233;"PALHOCA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-27,80376397;-48,63826211;"SPRF-SC";"DEL01-SC";"UOP02-DEL01-SC"
568257;2023-12-16;"sábado";"07:00:00";"BA";324;532;"FEIRA DE SANTANA";"Acessar a via sem observar a presença dos outros veículos";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-12,33921226;-38,8474782;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
568258;2023-12-16;"sábado";"16:00:00";"GO";40;8,7;"VALPARAISO DE GOIAS";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Retorno Regulamentado;Reta";"Sim";2;0;0;1;1;0;1;2;-16,116158;-47,96761;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
568259;2023-12-16;"sábado";"16:10:00";"SC";101;351,1;"SANGAO";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";3;0;2;0;1;0;2;2;-28,63576013;-49,09549713;"SPRF-SC";"DEL02-SC";"UOP01-DEL02-SC"
568260;2023-12-16;"sábado";"16:40:00";"SP";116;220;"GUARULHOS";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";4;0;2;0;2;0;2;3;-23,46472809;-46,49793962;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
568261;2023-12-16;"sábado";"15:00:00";"GO";153;601;"MORRINHOS";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-17,5606;-49,2023;"SPRF-GO";"DEL03-GO";"UOP01-DEL03-GO"
568262;2023-12-16;"sábado";"16:40:00";"ES";101;319,5;"GUARAPARI";"Ingestão de álcool e/ou substâncias psicoativas pelo pedestre";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;-20,50358302;-40,47483522;"SPRF-ES";"DEL03-ES";"UOP01-DEL03-ES"
568263;2023-12-16;"sábado";"16:20:00";"SC";101;114;"ITAJAI";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Não";2;0;1;0;1;0;1;1;-26,86192886;-48,7286704;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
568264;2023-12-16;"sábado";"16:10:00";"PB";230;406,4;"POMBAL";"Ultrapassagem Indevida";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-6,779668;-37,798733;"SPRF-PB";"DEL03-PB";"UOP02-DEL03-PB"
568265;2023-12-16;"sábado";"16:23:00";"RJ";101;565;"PARATY";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";3;0;0;1;0;2;1;2;-23,151162;-44,69967999;"SPRF-RJ";"DEL03-RJ";"UOP04-DEL03-RJ"
568266;2023-12-16;"sábado";"16:30:00";"MG";40;690,4;"RESSAQUINHA";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;0;1;0;0;1;-21,1016579;-43,76384793;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
568268;2023-12-16;"sábado";"16:20:00";"SC";101;45;"JOINVILLE";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;-26,31238996;-48,87458997;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
568269;2023-12-16;"sábado";"16:00:00";"RS";472;572,7;"URUGUAIANA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Ponte";"Sim";4;1;2;0;0;1;2;3;-29,76575575;-57,03356981;"SPRF-RS";"DEL13-RS";"UOP01-DEL13-RS"
568270;2023-12-16;"sábado";"16:20:00";"SC";470;42;"GASPAR";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Em Obras;Reta";"Não";3;0;1;1;1;0;2;1;-26,875719;-49,003746;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
568273;2023-12-16;"sábado";"13:30:00";"MA";135;335,8;"PRESIDENTE DUTRA";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";6;2;2;2;0;0;4;2;-5,24785798;-44,48238789;"SPRF-MA";"DEL03-MA";"UOP01-DEL03-MA"
568274;2023-12-16;"sábado";"15:45:00";"MT";364;397;"CUIABA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Retorno Regulamentado";"Sim";2;0;1;0;1;0;1;1;-15,68642489;-55,91347495;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
568276;2023-12-16;"sábado";"15:50:00";"RJ";40;89;"DUQUE DE CAXIAS";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;2;-22,556263;-43,23718;"SPRF-RJ";"DEL01-RJ";"UOP01-DEL01-RJ"
568277;2023-12-16;"sábado";"14:30:00";"CE";222;314,5;"TIANGUA";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Não";1;0;0;1;0;0;1;1;-3,73110045;-41,00095099;"SPRF-CE";"DEL04-CE";"UOP02-DEL04-CE"
568278;2023-12-16;"sábado";"17:10:00";"RS";153;20,8;"SEVERIANO DE ALMEIDA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Declive;Retorno Regulamentado;Interseção de Vias";"Não";2;0;0;0;2;0;0;2;-27,46701184;-52,10387543;"SPRF-RS";"DEL08-RS";"UOP04-DEL08-RS"
568279;2023-12-16;"sábado";"17:30:00";"MG";40;521;"CONTAGEM";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";2;0;2;0;0;0;2;1;-19,85651501;-44,07213222;"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
568280;2023-12-16;"sábado";"17:00:00";"PR";369;137;"IBIPORA";"Demais Fenômenos da natureza";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Rotatória";"Sim";2;0;1;0;1;0;1;2;-23,27081594;-51,0442239;"SPRF-PR";"DEL07-PR";"UOP01-DEL07-PR"
568284;2023-12-16;"sábado";"18:10:00";"RS";392;117,1;"CANGUCU";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Rotatória";"Sim";2;0;1;0;1;0;1;2;-31,41395934;-52,67567754;"SPRF-RS";"DEL07-RS";"UOP01-DEL07-RS"
568286;2023-12-16;"sábado";"17:00:00";"RJ";116;189;"NOVA IGUACU";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-22,73765712;-43,49182298;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
568288;2023-12-16;"sábado";"17:50:00";"DF";20;46;"BRASILIA";"Frear bruscamente";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva;Declive;Em Obras";"Não";4;0;1;0;2;1;1;2;-15,580584;-47,458492;"SPRF-DF";"DEL02-DF";"UOP01-DEL02-DF"
568289;2023-12-16;"sábado";"17:56:00";"ES";262;18,9;"VIANA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-20,39252003;-40,48874139;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
568292;2023-12-16;"sábado";"15:40:00";"MT";174;327;"PONTES E LACERDA";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;1;-14,90579098;-59,29368385;"SPRF-MT";"DEL04-MT";"UOP01-DEL04-MT"
568293;2023-12-16;"sábado";"18:30:00";"MG";381;498;"BETIM";"Conversão proibida";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;1;-20,01172662;-44,21976041;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
568295;2023-12-16;"sábado";"16:00:00";"RO";421;0,5;"ARIQUEMES";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;2;0;0;0;2;2;-9,916055;-63,05571;"SPRF-RO";"DEL03-RO";"UOP01-DEL03-RO"
568296;2023-11-28;"terça-feira";"06:35:00";"RJ";101;298;"ITABORAI";"Acesso irregular";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;-22,7714;-42,92896;"SPRF-RJ";"DEL02-RJ";"UOP02-DEL02-RJ"
568297;2023-12-16;"sábado";"18:19:00";"SP";381;82;"SAO PAULO";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Múltipla";"Reta";"Não";1;0;1;0;0;0;1;1;-23,42399;-46,575112;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
